ID_sample,Loci,Merge,Final,ESVlength
ADE_25_01380,18SV9,1134051,150170,155510
ADE_25_01381,18SV9,929125,301638,319590
ADE_25_01382,18SV9,1057659,184665,192863
ADE_25_01383,18SV9,1525713,43366,43709
ADE_25_01384,18SV9,1499963,20497,20747
ADE_25_01385,18SV9,1787637,442972,450207
ADE_25_01386,18SV9,414549,327177,341896
ADE_25_01387,18SV9,1321152,230630,240480
ADE_25_01388,18SV9,1171042,172330,179273
ADE_25_01389,18SV9,1254153,293594,304242
ADE_25_01390,18SV9,1592180,66612,67448
ADE_25_01391,18SV9,1542999,27616,28562
ADE_25_01392,18SV9,1754009,30267,30795
ADE_25_01393,18SV9,2479807,2200785,2473771
ADE_25_01394,18SV9,1188468,40078,41112
ADE_25_01395,18SV9,1215584,130215,134172
ADE_25_01396,18SV9,1309012,49557,50699
ADE_25_01397,18SV9,1913937,25016,25451
ADE_25_01398,18SV9,2059502,7373,7661
ADE_25_01399,18SV9,2129338,11815,12375
ADE_25_01400,18SV9,686234,605095,624383
ADE_25_01401,18SV9,637845,342372,359505
ADE_25_01402,18SV9,611738,363805,380998
ADE_25_01403,18SV9,683990,451889,471164
ADE_25_01404,18SV9,701001,602826,631158
ADE_25_01640,18SV9,809751,723047,753912
ADE_25_01641,18SV9,788257,657922,689584
ADE_25_01642,18SV9,660007,292266,305087
N_25_00090,18SV9,1,1,1
N_25_00091,18SV9,166250,165050,166143
N_25_00092,18SV9,712645,491628,495849
N_25_00093,18SV9,385417,340393,346920
P_25_00073,18SV9,0,0,0
P_25_00074,18SV9,1,0,0
P_25_00075,18SV9,2347146,2277687,2347131
P_25_00076,18SV9,3221541,3211092,3221447
P_25_00077,18SV9,2923495,2908772,2922740
P_25_00078,18SV9,2943347,2924160,2942606
P_25_00079,18SV9,3167407,3154830,3167114
P_25_00080,18SV9,3718150,3688290,3716519
P_25_00081,18SV9,2658829,2642017,2658431
P_25_00082,18SV9,3569029,3546309,3568900
P_25_00083,18SV9,3399163,3392025,3398972
ADE_25_00700,rbcLverte,0,0,0
ADE_25_00704,rbcLverte,1,0,0
ADE_25_00717,rbcLverte,1,1,1
ADE_25_00735,rbcLverte,1,0,0
ADE_25_01177,rbcLverte,33610,985,985
ADE_25_01178,rbcLverte,29476,1775,1775
ADE_25_01179,rbcLverte,35807,1566,1566
ADE_25_01180,rbcLverte,27776,11564,14807
ADE_25_01181,rbcLverte,36770,10357,10481
ADE_25_01182,rbcLverte,33764,16377,16557
ADE_25_01183,rbcLverte,139,0,0
ADE_25_01184,rbcLverte,29467,848,936
ADE_25_01185,rbcLverte,36604,657,694
ADE_25_01186,rbcLverte,11904,249,249
ADE_25_01187,rbcLverte,36369,17625,18720
ADE_25_01188,rbcLverte,35647,6035,6068
ADE_25_01189,rbcLverte,24961,6352,6491
ADE_25_01190,rbcLverte,11436,69,69
ADE_25_01191,rbcLverte,18531,292,292
ADE_25_01192,rbcLverte,23471,117,117
ADE_25_01193,rbcLverte,84445,49720,71257
ADE_25_01194,rbcLverte,63227,46566,55253
ADE_25_01195,rbcLverte,59056,36018,37622
ADE_25_01196,rbcLverte,174,0,0
ADE_25_01197,rbcLverte,41628,16008,16856
ADE_25_01198,rbcLverte,24538,6603,6632
ADE_25_01199,rbcLverte,35094,9655,11414
ADE_25_01200,rbcLverte,12791,811,813
ADE_25_01201,rbcLverte,24671,673,673
ADE_25_01202,rbcLverte,19515,1287,1287
ADE_25_01203,rbcLverte,67902,32106,38773
ADE_25_01204,rbcLverte,80521,36478,44545
ADE_25_01205,rbcLverte,83880,30859,37655
ADE_25_01206,rbcLverte,29279,4416,4416
ADE_25_01207,rbcLverte,15182,3705,3705
ADE_25_01208,rbcLverte,18189,4382,4418
ADE_25_01209,rbcLverte,56417,24030,44678
ADE_25_01210,rbcLverte,56700,29207,48905
ADE_25_01211,rbcLverte,92921,47871,81250
ADE_25_01212,rbcLverte,60849,16399,17324
ADE_25_01213,rbcLverte,57286,12294,15184
ADE_25_01214,rbcLverte,49764,21069,22742
ADE_25_01215,rbcLverte,29928,429,429
ADE_25_01216,rbcLverte,37457,782,782
ADE_25_01217,rbcLverte,23204,727,727
ADE_25_01218,rbcLverte,0,0,0
ADE_25_01219,rbcLverte,21944,241,241
ADE_25_01220,rbcLverte,16538,412,412
ADE_25_01221,rbcLverte,25927,793,793
ADE_25_01222,rbcLverte,25085,524,563
ADE_25_01223,rbcLverte,38180,195,195
ADE_25_01224,rbcLverte,21812,280,280
ADE_25_01225,rbcLverte,3287,12,12
ADE_25_01226,rbcLverte,26130,357,371
ADE_25_01227,rbcLverte,309,0,0
ADE_25_01228,rbcLverte,22181,254,262
ADE_25_01229,rbcLverte,26914,271,279
ADE_25_01230,rbcLverte,11025,28,28
ADE_25_01231,rbcLverte,88651,64718,69357
ADE_25_01232,rbcLverte,42399,28094,29398
ADE_25_01233,rbcLverte,56513,28131,29683
ADE_25_01234,rbcLverte,21399,227,227
ADE_25_01235,rbcLverte,36534,406,406
ADE_25_01236,rbcLverte,36381,1507,1509
ADE_25_01237,rbcLverte,78959,47840,48356
ADE_25_01238,rbcLverte,59709,29603,29764
ADE_25_01239,rbcLverte,54046,21982,22020
ADE_25_01240,rbcLverte,33033,15434,15576
ADE_25_01241,rbcLverte,32169,7738,7785
ADE_25_01242,rbcLverte,23294,3796,3796
ADE_25_01244,rbcLverte,22694,1882,2168
ADE_25_01245,rbcLverte,39684,3426,3483
ADE_25_01246,rbcLverte,27091,1905,1951
ADE_25_01247,rbcLverte,27746,1051,1051
ADE_25_01248,rbcLverte,27995,631,631
ADE_25_01249,rbcLverte,24807,676,676
ADE_25_01250,rbcLverte,35952,1937,2218
ADE_25_01251,rbcLverte,13376,138,138
ADE_25_01252,rbcLverte,21480,677,708
ADE_25_01253,rbcLverte,35351,297,297
ADE_25_01254,rbcLverte,29138,1022,1060
ADE_25_01255,rbcLverte,28494,895,960
ADE_25_01256,rbcLverte,21087,500,513
ADE_25_01257,rbcLverte,35784,755,755
ADE_25_01258,rbcLverte,12695,188,188
ADE_25_01259,rbcLverte,11212,21,21
ADE_25_01260,rbcLverte,14996,175,175
ADE_25_01261,rbcLverte,19969,42,42
ADE_25_01262,rbcLverte,20104,83,83
ADE_25_01263,rbcLverte,21339,304,327
ADE_25_01264,rbcLverte,10517,23,23
ADE_25_01265,rbcLverte,12945,1500,1500
ADE_25_01266,rbcLverte,11354,38,38
ADE_25_01267,rbcLverte,20565,11,11
ADE_25_01268,rbcLverte,29050,47,47
ADE_25_01269,rbcLverte,17968,11,11
ADE_25_01270,rbcLverte,37798,141,141
ADE_25_01271,rbcLverte,13586,93,93
ADE_25_01272,rbcLverte,24796,50,50
ADE_25_01273,rbcLverte,10711,11,11
ADE_25_01274,rbcLverte,25362,2647,3362
ADE_25_01275,rbcLverte,24810,1272,1537
ADE_25_01276,rbcLverte,27203,172,191
ADE_25_01277,rbcLverte,27543,25,25
ADE_25_01278,rbcLverte,14866,112,112
ADE_25_01279,rbcLverte,15893,7,7
ADE_25_01280,rbcLverte,10117,126,126
ADE_25_01281,rbcLverte,21468,281,281
ADE_25_01282,rbcLverte,23007,130,130
ADE_25_01283,rbcLverte,6056,17,17
ADE_25_01284,rbcLverte,20059,17,17
ADE_25_01285,rbcLverte,8022,9,9
ADE_25_01286,rbcLverte,18901,530,535
ADE_25_01287,rbcLverte,11169,0,0
ADE_25_01288,rbcLverte,19066,152,152
ADE_25_01289,rbcLverte,19531,6273,7141
ADE_25_01290,rbcLverte,26385,3443,3960
ADE_25_01291,rbcLverte,12952,2654,2742
ADE_25_01292,rbcLverte,23511,335,335
ADE_25_01293,rbcLverte,26533,642,642
ADE_25_01294,rbcLverte,18030,416,416
ADE_25_01295,rbcLverte,26411,8386,8906
ADE_25_01296,rbcLverte,37552,9569,10068
ADE_25_01297,rbcLverte,23844,1826,1826
ADE_25_01298,rbcLverte,22880,955,955
ADE_25_01299,rbcLverte,70699,1185,1187
ADE_25_01300,rbcLverte,47437,2255,2255
ADE_25_01301,rbcLverte,16717,5536,5536
ADE_25_01302,rbcLverte,15691,6552,6552
ADE_25_01303,rbcLverte,25257,10761,10761
ADE_25_01304,rbcLverte,27375,14394,14428
ADE_25_01305,rbcLverte,24091,11347,11347
ADE_25_01306,rbcLverte,36503,19184,19245
ADE_25_01308,rbcLverte,15215,4377,4410
ADE_25_01309,rbcLverte,21539,3127,3291
ADE_25_01310,rbcLverte,14773,1717,1717
ADE_25_01311,rbcLverte,16286,432,432
ADE_25_01312,rbcLverte,15837,203,203
ADE_25_01313,rbcLverte,15430,537,537
ADE_25_01314,rbcLverte,2312,0,0
ADE_25_01315,rbcLverte,2106,0,0
ADE_25_01316,rbcLverte,4397,10,10
ADE_25_01317,rbcLverte,9160,1069,1069
ADE_25_01318,rbcLverte,6339,97,97
ADE_25_01319,rbcLverte,10048,928,928
ADE_25_01321,rbcLverte,37179,4407,4837
ADE_25_01322,rbcLverte,50097,13728,18782
ADE_25_01323,rbcLverte,21447,5361,7662
ADE_25_01324,rbcLverte,5056,55,55
ADE_25_01325,rbcLverte,10001,136,136
ADE_25_01326,rbcLverte,9344,136,136
ADE_25_01327,rbcLverte,3665,2,2
ADE_25_01328,rbcLverte,5077,0,0
ADE_25_01329,rbcLverte,4763,0,0
ADE_25_01330,rbcLverte,12209,473,473
ADE_25_01331,rbcLverte,12161,1891,2076
ADE_25_01332,rbcLverte,9909,291,291
ADE_25_01334,rbcLverte,25136,14750,14812
ADE_25_01335,rbcLverte,18959,2461,2527
ADE_25_01336,rbcLverte,22824,8321,8333
ADE_25_01337,rbcLverte,5261,674,681
ADE_25_01338,rbcLverte,4078,848,927
ADE_25_01339,rbcLverte,7784,1815,2087
ADE_25_01340,rbcLverte,20,4,4
ADE_25_01341,rbcLverte,32141,6136,6527
ADE_25_01342,rbcLverte,22535,7042,7156
ADE_25_01343,rbcLverte,5647,827,827
ADE_25_01344,rbcLverte,15448,203,203
ADE_25_01345,rbcLverte,12513,179,179
ADE_25_01346,rbcLverte,31511,306,306
ADE_25_01347,rbcLverte,27119,302,312
ADE_25_01348,rbcLverte,20859,86,86
ADE_25_01349,rbcLverte,18623,259,286
ADE_25_01350,rbcLverte,11506,0,0
ADE_25_01351,rbcLverte,13789,59,59
ADE_25_01352,rbcLverte,4646,29,29
ADE_25_01353,rbcLverte,10807,113,113
ADE_25_01354,rbcLverte,30505,38,38
ADE_25_01355,rbcLverte,29605,66,66
ADE_25_01356,rbcLverte,2368,26,26
ADE_25_01357,rbcLverte,6504,16,16
ADE_25_01358,rbcLverte,3507,0,0
ADE_25_01360,rbcLverte,24930,1537,1537
ADE_25_01361,rbcLverte,22848,1656,1656
ADE_25_01362,rbcLverte,14700,1185,1185
ADE_25_01363,rbcLverte,11991,2865,2944
ADE_25_01364,rbcLverte,17283,3971,3977
ADE_25_01365,rbcLverte,4488,149,149
ADE_25_01366,rbcLverte,63871,32185,42823
ADE_25_01367,rbcLverte,72015,35311,47569
ADE_25_01368,rbcLverte,64042,26489,32587
ADE_25_01369,rbcLverte,11719,0,0
ADE_25_01370,rbcLverte,19360,36,36
ADE_25_01371,rbcLverte,16252,157,157
ADE_25_01373,rbcLverte,32273,5867,5867
ADE_25_01374,rbcLverte,39615,10682,10682
ADE_25_01375,rbcLverte,37308,10923,10923
ADE_25_01376,rbcLverte,19284,388,388
ADE_25_01377,rbcLverte,30071,642,642
ADE_25_01378,rbcLverte,9890,330,330
ADE_25_01379,rbcLverte,5,0,0
ADE_25_01380,rbcLverte,50350,38491,38536
ADE_25_01381,rbcLverte,70275,61126,61126
ADE_25_01382,rbcLverte,67866,48595,48595
ADE_25_01383,rbcLverte,13069,1004,1004
ADE_25_01384,rbcLverte,10766,2009,2106
ADE_25_01385,rbcLverte,20701,1567,1567
ADE_25_01387,rbcLverte,63654,44579,44608
ADE_25_01388,rbcLverte,62086,42236,42282
ADE_25_01389,rbcLverte,63616,41804,41848
ADE_25_01390,rbcLverte,17273,877,877
ADE_25_01391,rbcLverte,26324,2298,2298
ADE_25_01392,rbcLverte,22215,3533,3734
ADE_25_01393,rbcLverte,81,0,0
ADE_25_01394,rbcLverte,32770,3891,3891
ADE_25_01395,rbcLverte,57898,4453,4466
ADE_25_01396,rbcLverte,31034,4937,5552
ADE_25_01397,rbcLverte,23232,4441,4725
ADE_25_01398,rbcLverte,44046,14652,15405
ADE_25_01399,rbcLverte,58645,8278,8616
ADE_25_01402,rbcLverte,30,0,0
ADE_25_01403,rbcLverte,0,0,0
ADE_25_01404,rbcLverte,103,0,0
ADE_25_01640,rbcLverte,63,0,0
ADE_25_01642,rbcLverte,1,0,0
P_25_00073,rbcLverte,1,1,1
P_25_00075,rbcLverte,836,82,82
P_25_00078,rbcLverte,146,0,0
P_25_00079,rbcLverte,0,0,0
P_25_00081,rbcLverte,0,0,0
P_25_00082,rbcLverte,6,0,0
P_25_00083,rbcLverte,2,0,0
ADE_25_00691,rbcLrouge,1,1,1
ADE_25_00749,rbcLrouge,1,1,1
ADE_25_00755,rbcLrouge,1,1,1
ADE_25_00758,rbcLrouge,3,3,3
ADE_25_00760,rbcLrouge,1,1,1
ADE_25_01177,rbcLrouge,14856,8957,9011
ADE_25_01178,rbcLrouge,32704,17254,17298
ADE_25_01179,rbcLrouge,734,164,164
ADE_25_01180,rbcLrouge,7040,5864,5880
ADE_25_01181,rbcLrouge,64402,59269,59730
ADE_25_01182,rbcLrouge,68497,64194,64686
ADE_25_01183,rbcLrouge,0,0,0
ADE_25_01184,rbcLrouge,48305,40815,41049
ADE_25_01185,rbcLrouge,52115,45780,45972
ADE_25_01186,rbcLrouge,41171,37148,37437
ADE_25_01187,rbcLrouge,167545,163730,165175
ADE_25_01188,rbcLrouge,107903,102870,103382
ADE_25_01189,rbcLrouge,159705,155141,156000
ADE_25_01190,rbcLrouge,9825,156,156
ADE_25_01191,rbcLrouge,17114,736,736
ADE_25_01192,rbcLrouge,12809,29,29
ADE_25_01193,rbcLrouge,28289,16640,20995
ADE_25_01194,rbcLrouge,16569,12646,13143
ADE_25_01195,rbcLrouge,50661,12846,13008
ADE_25_01197,rbcLrouge,50744,44653,44969
ADE_25_01198,rbcLrouge,46113,40207,40557
ADE_25_01199,rbcLrouge,16181,11496,11803
ADE_25_01200,rbcLrouge,50427,44596,44996
ADE_25_01201,rbcLrouge,25060,20773,20936
ADE_25_01202,rbcLrouge,58364,51510,52181
ADE_25_01203,rbcLrouge,45720,44098,44262
ADE_25_01204,rbcLrouge,222043,212300,214871
ADE_25_01205,rbcLrouge,164366,149996,151803
ADE_25_01206,rbcLrouge,143343,136384,136741
ADE_25_01207,rbcLrouge,146025,141709,142035
ADE_25_01208,rbcLrouge,124470,119738,120010
ADE_25_01209,rbcLrouge,128457,121883,126232
ADE_25_01210,rbcLrouge,108082,103654,105899
ADE_25_01211,rbcLrouge,61042,59857,60372
ADE_25_01212,rbcLrouge,34832,26617,26737
ADE_25_01213,rbcLrouge,25939,16351,17434
ADE_25_01214,rbcLrouge,60559,52908,53475
ADE_25_01215,rbcLrouge,14850,13639,13639
ADE_25_01216,rbcLrouge,87427,82189,82664
ADE_25_01217,rbcLrouge,46175,42991,43197
ADE_25_01219,rbcLrouge,18180,14979,15009
ADE_25_01220,rbcLrouge,28709,25815,25840
ADE_25_01221,rbcLrouge,50773,46953,47619
ADE_25_01222,rbcLrouge,6204,1023,1023
ADE_25_01223,rbcLrouge,9560,1128,1128
ADE_25_01224,rbcLrouge,11406,4423,4423
ADE_25_01225,rbcLrouge,2159,1317,1317
ADE_25_01226,rbcLrouge,19058,3477,3483
ADE_25_01227,rbcLrouge,23574,9071,9071
ADE_25_01228,rbcLrouge,24188,2513,2513
ADE_25_01229,rbcLrouge,26481,1776,1787
ADE_25_01230,rbcLrouge,3009,30,30
ADE_25_01231,rbcLrouge,48192,40582,42578
ADE_25_01232,rbcLrouge,18214,13125,13535
ADE_25_01233,rbcLrouge,16546,8344,8466
ADE_25_01234,rbcLrouge,8569,1586,1590
ADE_25_01235,rbcLrouge,16389,4514,4684
ADE_25_01236,rbcLrouge,47957,32200,36590
ADE_25_01237,rbcLrouge,52771,28264,32697
ADE_25_01238,rbcLrouge,38457,19421,22258
ADE_25_01239,rbcLrouge,39620,13178,14502
ADE_25_01240,rbcLrouge,50534,38001,41734
ADE_25_01241,rbcLrouge,51626,37114,41663
ADE_25_01242,rbcLrouge,38180,25005,30182
ADE_25_01244,rbcLrouge,2886,252,252
ADE_25_01245,rbcLrouge,5948,1941,1945
ADE_25_01246,rbcLrouge,3921,692,692
ADE_25_01247,rbcLrouge,6024,423,423
ADE_25_01248,rbcLrouge,5407,318,318
ADE_25_01249,rbcLrouge,4003,87,87
ADE_25_01250,rbcLrouge,3253,134,134
ADE_25_01251,rbcLrouge,588,33,33
ADE_25_01252,rbcLrouge,3458,48,48
ADE_25_01253,rbcLrouge,24869,782,782
ADE_25_01254,rbcLrouge,34992,5436,5792
ADE_25_01255,rbcLrouge,12617,3624,3682
ADE_25_01256,rbcLrouge,7089,1267,1316
ADE_25_01257,rbcLrouge,13597,1283,1289
ADE_25_01258,rbcLrouge,6179,445,445
ADE_25_01259,rbcLrouge,1687,27,27
ADE_25_01260,rbcLrouge,1183,17,17
ADE_25_01261,rbcLrouge,3872,294,294
ADE_25_01262,rbcLrouge,2133,98,98
ADE_25_01263,rbcLrouge,694,35,35
ADE_25_01264,rbcLrouge,1517,0,0
ADE_25_01265,rbcLrouge,11591,145,145
ADE_25_01266,rbcLrouge,13571,861,887
ADE_25_01267,rbcLrouge,7577,77,77
ADE_25_01268,rbcLrouge,16,0,0
ADE_25_01269,rbcLrouge,2052,54,54
ADE_25_01270,rbcLrouge,3510,260,260
ADE_25_01271,rbcLrouge,1246,78,78
ADE_25_01272,rbcLrouge,12370,986,1126
ADE_25_01273,rbcLrouge,4165,284,284
ADE_25_01274,rbcLrouge,14499,4193,4245
ADE_25_01275,rbcLrouge,13034,2812,2851
ADE_25_01276,rbcLrouge,15055,596,596
ADE_25_01277,rbcLrouge,4931,373,373
ADE_25_01278,rbcLrouge,8065,2325,2325
ADE_25_01279,rbcLrouge,7493,1495,1495
ADE_25_01280,rbcLrouge,444,0,0
ADE_25_01281,rbcLrouge,2395,15,15
ADE_25_01282,rbcLrouge,2517,59,59
ADE_25_01283,rbcLrouge,1269,3,3
ADE_25_01284,rbcLrouge,4097,376,376
ADE_25_01285,rbcLrouge,2048,48,48
ADE_25_01286,rbcLrouge,5131,792,792
ADE_25_01287,rbcLrouge,5982,762,762
ADE_25_01288,rbcLrouge,2235,32,32
ADE_25_01289,rbcLrouge,8058,398,400
ADE_25_01290,rbcLrouge,6251,2047,2116
ADE_25_01291,rbcLrouge,11863,2830,3484
ADE_25_01292,rbcLrouge,9411,554,554
ADE_25_01293,rbcLrouge,14561,752,752
ADE_25_01294,rbcLrouge,3634,196,196
ADE_25_01295,rbcLrouge,21949,14359,14954
ADE_25_01296,rbcLrouge,15070,8212,8460
ADE_25_01297,rbcLrouge,5823,2058,2082
ADE_25_01298,rbcLrouge,32802,17173,23284
ADE_25_01299,rbcLrouge,35039,14072,23571
ADE_25_01300,rbcLrouge,20543,15267,17241
ADE_25_01301,rbcLrouge,116177,113649,114772
ADE_25_01302,rbcLrouge,137731,135586,136563
ADE_25_01303,rbcLrouge,87866,85145,85956
ADE_25_01304,rbcLrouge,225168,217254,218455
ADE_25_01305,rbcLrouge,228960,218145,219391
ADE_25_01306,rbcLrouge,135780,127092,127972
ADE_25_01307,rbcLrouge,17,0,0
ADE_25_01308,rbcLrouge,5190,2905,2905
ADE_25_01309,rbcLrouge,16180,14466,14468
ADE_25_01310,rbcLrouge,9326,7718,7723
ADE_25_01311,rbcLrouge,7293,1904,1904
ADE_25_01312,rbcLrouge,4047,163,163
ADE_25_01313,rbcLrouge,5409,1791,1791
ADE_25_01314,rbcLrouge,1901,678,678
ADE_25_01315,rbcLrouge,425,5,5
ADE_25_01316,rbcLrouge,1456,321,321
ADE_25_01317,rbcLrouge,11101,9121,9123
ADE_25_01318,rbcLrouge,3033,1380,1380
ADE_25_01319,rbcLrouge,11981,9949,9949
ADE_25_01321,rbcLrouge,22570,15097,15144
ADE_25_01322,rbcLrouge,13128,10143,10158
ADE_25_01323,rbcLrouge,6016,4347,4352
ADE_25_01324,rbcLrouge,4874,15,15
ADE_25_01325,rbcLrouge,6142,15,15
ADE_25_01326,rbcLrouge,4402,6,6
ADE_25_01327,rbcLrouge,1378,4,4
ADE_25_01328,rbcLrouge,744,0,0
ADE_25_01329,rbcLrouge,74,0,0
ADE_25_01330,rbcLrouge,2326,19,19
ADE_25_01331,rbcLrouge,2462,5,5
ADE_25_01332,rbcLrouge,1676,12,12
ADE_25_01333,rbcLrouge,31,0,0
ADE_25_01334,rbcLrouge,16195,11442,11487
ADE_25_01335,rbcLrouge,43,0,0
ADE_25_01336,rbcLrouge,6560,2596,2596
ADE_25_01337,rbcLrouge,707,93,93
ADE_25_01338,rbcLrouge,12,0,0
ADE_25_01339,rbcLrouge,1336,154,156
ADE_25_01340,rbcLrouge,506,8,8
ADE_25_01341,rbcLrouge,1627,180,180
ADE_25_01342,rbcLrouge,808,86,86
ADE_25_01343,rbcLrouge,1277,106,106
ADE_25_01344,rbcLrouge,2858,20,20
ADE_25_01345,rbcLrouge,2587,11,11
ADE_25_01346,rbcLrouge,4393,10,10
ADE_25_01347,rbcLrouge,705,3,3
ADE_25_01348,rbcLrouge,850,6,6
ADE_25_01349,rbcLrouge,731,4,4
ADE_25_01350,rbcLrouge,225,2,2
ADE_25_01351,rbcLrouge,225,0,0
ADE_25_01352,rbcLrouge,362,0,0
ADE_25_01353,rbcLrouge,84,0,0
ADE_25_01354,rbcLrouge,2291,10,10
ADE_25_01355,rbcLrouge,1741,5,5
ADE_25_01356,rbcLrouge,1449,0,0
ADE_25_01357,rbcLrouge,1601,0,0
ADE_25_01358,rbcLrouge,1125,2,2
ADE_25_01359,rbcLrouge,1,0,0
ADE_25_01360,rbcLrouge,4358,3500,3507
ADE_25_01361,rbcLrouge,3853,2445,2445
ADE_25_01362,rbcLrouge,1431,732,732
ADE_25_01363,rbcLrouge,1027,332,332
ADE_25_01364,rbcLrouge,1432,264,264
ADE_25_01365,rbcLrouge,681,7,7
ADE_25_01366,rbcLrouge,23965,2076,2709
ADE_25_01367,rbcLrouge,14368,1216,1463
ADE_25_01368,rbcLrouge,12682,317,351
ADE_25_01369,rbcLrouge,6681,3,3
ADE_25_01370,rbcLrouge,1896,0,0
ADE_25_01371,rbcLrouge,1096,4,4
ADE_25_01372,rbcLrouge,7,7,7
ADE_25_01373,rbcLrouge,4964,1935,1944
ADE_25_01374,rbcLrouge,2016,994,994
ADE_25_01375,rbcLrouge,4301,2456,2456
ADE_25_01376,rbcLrouge,496,6,6
ADE_25_01377,rbcLrouge,0,0,0
ADE_25_01378,rbcLrouge,946,7,7
ADE_25_01379,rbcLrouge,1,0,0
ADE_25_01380,rbcLrouge,499,188,188
ADE_25_01381,rbcLrouge,3602,3152,3167
ADE_25_01382,rbcLrouge,3351,2299,2301
ADE_25_01383,rbcLrouge,1671,38,38
ADE_25_01384,rbcLrouge,1927,79,79
ADE_25_01385,rbcLrouge,2157,13,13
ADE_25_01387,rbcLrouge,2875,1570,1570
ADE_25_01388,rbcLrouge,4702,3168,3168
ADE_25_01389,rbcLrouge,6966,4880,4916
ADE_25_01390,rbcLrouge,1445,34,34
ADE_25_01391,rbcLrouge,1976,122,122
ADE_25_01392,rbcLrouge,4707,103,103
ADE_25_01393,rbcLrouge,1,0,0
ADE_25_01394,rbcLrouge,3341,131,131
ADE_25_01395,rbcLrouge,4399,138,138
ADE_25_01396,rbcLrouge,5427,2101,2134
ADE_25_01397,rbcLrouge,7188,3639,3639
ADE_25_01398,rbcLrouge,13072,4692,4692
ADE_25_01399,rbcLrouge,16743,6517,6517
ADE_25_01400,rbcLrouge,0,0,0
ADE_25_01401,rbcLrouge,2,0,0
ADE_25_01402,rbcLrouge,26,0,0
ADE_25_01404,rbcLrouge,3,0,0
ADE_25_01640,rbcLrouge,3,0,0
ADE_25_01641,rbcLrouge,22,0,0
N_25_00092,rbcLrouge,2,0,0
P_25_00073,rbcLrouge,2,2,2
P_25_00075,rbcLrouge,0,0,0
P_25_00076,rbcLrouge,1,0,0
P_25_00078,rbcLrouge,573,0,0
P_25_00080,rbcLrouge,1,1,1
P_25_00082,rbcLrouge,0,0,0
P_25_00083,rbcLrouge,1,1,1
